2016-10-27 09:43:57,765: Playing
2016-10-27 09:44:03,768: Stopped
2016-10-27 09:44:10,451: Playing
2016-10-27 09:44:16,461: Stopped
2016-10-27 09:44:22,140: Playing
2016-10-27 09:44:28,146: Stopped
2016-10-27 09:44:35,945: Playing
2016-10-27 09:44:41,952: Stopped
2016-10-27 09:44:53,920: Playing
2016-10-27 09:44:59,927: Stopped
2016-10-27 09:45:04,169: Playing
2016-10-27 09:45:10,178: Stopped
2016-10-27 09:45:10,995: Playing
2016-10-27 09:45:17,002: Stopped
2016-10-27 09:45:22,694: Playing
2016-10-27 09:45:22,783: Stopped
2016-10-27 09:45:22,787: Playing
2016-10-27 09:45:28,794: Stopped
2016-10-27 09:45:33,069: Playing
2016-10-27 09:45:39,077: Stopped
2016-10-27 09:45:42,963: Playing
2016-10-27 09:45:48,974: Stopped
2016-10-27 09:45:56,472: Playing
2016-10-27 09:46:02,480: Stopped
2016-10-27 09:46:08,521: Playing
2016-10-27 09:46:14,529: Stopped
2016-10-27 09:46:48,339: Playing
2016-10-27 09:46:54,346: Stopped
2016-10-27 09:46:59,582: Playing
2016-10-27 09:47:05,590: Stopped
2016-10-27 09:47:15,787: Playing
2016-10-27 09:47:21,794: Stopped
2016-10-27 09:47:35,234: Playing
2016-10-27 09:47:41,240: Stopped
2016-10-27 09:49:14,080: Playing
2016-10-27 09:49:20,087: Stopped
2016-10-27 09:49:39,744: Playing
2016-10-27 09:49:45,748: Stopped
2016-10-27 09:50:17,050: Playing
2016-10-27 09:50:23,058: Stopped
2016-10-27 09:50:30,910: Playing
2016-10-27 09:50:36,915: Stopped
2016-10-27 09:50:46,486: Playing
2016-10-27 09:50:52,494: Stopped
2016-10-27 09:50:56,424: Playing
2016-10-27 09:51:02,432: Stopped
2016-10-27 09:51:09,692: Playing
2016-10-27 09:51:15,699: Stopped
2016-10-27 09:52:38,084: Playing
2016-10-27 09:52:44,089: Stopped
2016-10-27 09:55:29,369: Playing
2016-10-27 09:55:35,378: Stopped
2016-10-27 09:55:39,841: Playing
2016-10-27 09:55:45,846: Stopped
2016-10-27 09:55:52,948: Playing
2016-10-27 09:55:58,958: Stopped
2016-10-27 09:56:03,307: Playing
2016-10-27 09:56:09,316: Stopped
2016-10-27 09:56:17,144: Playing
2016-10-27 09:56:23,151: Stopped
2016-10-27 09:56:43,840: Playing
2016-10-27 09:56:49,849: Stopped
2016-10-27 09:57:04,414: Playing
2016-10-27 09:57:04,541: Stopped
2016-10-27 09:57:04,548: Playing
2016-10-27 09:57:10,566: Stopped
2016-10-27 09:57:16,394: Playing
2016-10-27 09:57:22,401: Stopped
2016-10-27 09:57:27,283: Playing
2016-10-27 09:57:33,290: Stopped
2016-10-27 09:57:42,734: Playing
2016-10-27 09:57:48,742: Stopped
2016-10-27 09:57:57,428: Playing
2016-10-27 09:58:03,434: Stopped
2016-10-27 09:58:07,683: Playing
2016-10-27 09:58:13,691: Stopped
2016-10-27 09:58:17,590: Playing
2016-10-27 09:58:23,595: Stopped
2016-10-27 09:58:31,004: Playing
2016-10-27 09:58:37,016: Stopped
2016-10-27 09:58:41,562: Playing
2016-10-27 09:58:47,569: Stopped
2016-10-27 09:58:56,397: Playing
2016-10-27 09:59:02,402: Stopped
2016-10-27 09:59:08,155: Playing
2016-10-27 09:59:14,163: Stopped
2016-10-27 09:59:18,510: Playing
2016-10-27 09:59:24,518: Stopped
2016-10-27 09:59:28,259: Playing
2016-10-27 09:59:34,264: Stopped
2016-10-27 09:59:46,437: Playing
2016-10-27 09:59:47,150: Stopped
2016-10-27 09:59:47,154: Playing
2016-10-27 09:59:53,160: Stopped
2016-10-27 09:59:59,360: Playing
2016-10-27 10:00:05,367: Stopped
2016-10-27 10:00:09,150: Playing
2016-10-27 10:00:15,157: Stopped
2016-10-27 10:00:21,276: Playing
2016-10-27 10:00:27,280: Stopped
2016-10-27 10:00:40,337: Playing
2016-10-27 10:00:46,345: Stopped
2016-10-27 10:00:49,269: Playing
2016-10-27 10:00:55,275: Stopped
2016-10-27 10:01:10,393: Playing
2016-10-27 10:01:16,398: Stopped
2016-10-27 10:03:26,339: Playing
2016-10-27 10:03:32,346: Stopped
2016-10-27 10:03:43,556: Playing
2016-10-27 10:03:44,438: Stopped
2016-10-27 10:03:44,443: Playing
2016-10-27 10:03:50,451: Stopped
2016-10-27 10:03:53,157: Playing
2016-10-27 10:03:59,161: Stopped
2016-10-27 10:04:05,218: Playing
2016-10-27 10:04:11,225: Stopped
2016-10-27 10:04:17,623: Playing
2016-10-27 10:04:23,630: Stopped
2016-10-27 10:04:33,633: Playing
2016-10-27 10:04:39,637: Stopped
2016-10-27 10:04:44,822: Playing
2016-10-27 10:04:50,826: Stopped
2016-10-27 10:04:56,721: Playing
2016-10-27 10:05:02,729: Stopped
2016-10-27 10:05:07,446: Playing
2016-10-27 10:05:13,450: Stopped
2016-10-27 10:05:21,506: Playing
2016-10-27 10:05:27,510: Stopped
2016-10-27 10:05:32,389: Playing
2016-10-27 10:05:38,393: Stopped
2016-10-27 10:05:51,571: Playing
2016-10-27 10:05:57,579: Stopped
2016-10-27 10:06:05,459: Playing
2016-10-27 10:06:11,468: Stopped
2016-10-27 10:13:33,572: Playing
2016-10-27 10:13:39,578: Stopped
2016-10-27 10:13:50,198: Playing
2016-10-27 10:13:56,207: Stopped
2016-10-27 10:13:57,623: Playing
2016-10-27 10:14:03,629: Stopped
2016-10-27 10:14:10,676: Playing
2016-10-27 10:14:16,683: Stopped
2016-10-27 10:14:22,992: Playing
2016-10-27 10:14:28,999: Stopped
2016-10-27 10:14:35,752: Playing
2016-10-27 10:14:41,759: Stopped
2016-10-27 10:14:46,275: Playing
2016-10-27 10:14:52,281: Stopped
2016-10-27 10:14:58,669: Playing
2016-10-27 10:14:59,703: Stopped
2016-10-27 10:14:59,712: Playing
2016-10-27 10:15:05,719: Stopped
2016-10-27 10:15:05,729: Playing
