2016-10-26 09:39:07.241199	PeckPort	off	None
2016-10-26 09:39:07.241772	HouseLight	on	None
2016-10-26 09:39:07.242339	Hopper	down	None
2016-10-26 09:39:07.548708	Hopper	down	None
2016-10-26 09:39:07.851768	HouseLight	on	None
2016-10-26 09:39:07.852581	PeckPort	on	None
2016-10-26 09:40:24.761414	Trial	start	1
2016-10-26 09:40:24.765094	Speaker	play	None
2016-10-26 09:40:30.770906	Speaker	stop	None
2016-10-26 09:40:30.772562	Trial	end	1
2016-10-26 09:40:43.323374	Trial	start	2
2016-10-26 09:40:43.326780	Speaker	play	None
2016-10-26 09:40:49.332574	Speaker	stop	None
2016-10-26 09:40:49.334526	Trial	end	2
2016-10-26 09:40:56.249393	Trial	start	3
2016-10-26 09:40:56.251889	Speaker	play	None
2016-10-26 09:41:02.260763	Speaker	stop	None
2016-10-26 09:41:02.261747	Trial	end	3
2016-10-26 09:41:13.804127	Trial	start	4
2016-10-26 09:41:13.808182	Speaker	play	None
2016-10-26 09:41:19.812618	Speaker	stop	None
2016-10-26 09:41:19.813486	Trial	end	4
2016-10-26 09:41:23.441479	Trial	start	5
2016-10-26 09:41:23.444437	Speaker	play	None
2016-10-26 09:41:29.450672	Speaker	stop	None
2016-10-26 09:41:29.451999	Trial	end	5
2016-10-26 09:41:35.728365	Trial	start	6
2016-10-26 09:41:35.731235	Speaker	play	None
2016-10-26 09:41:41.737558	Speaker	stop	None
2016-10-26 09:41:41.739135	Trial	end	6
2016-10-26 09:41:47.041407	Trial	start	7
2016-10-26 09:41:47.045331	Speaker	play	None
2016-10-26 09:41:53.049574	Speaker	stop	None
2016-10-26 09:41:53.051077	Hopper	up	None
2016-10-26 09:42:05.054686	Hopper	down	None
2016-10-26 09:42:05.361154	Trial	end	7
2016-10-26 09:42:46.412878	Trial	start	8
2016-10-26 09:42:46.415828	Speaker	play	None
2016-10-26 09:42:52.421756	Speaker	stop	None
2016-10-26 09:42:52.424140	Trial	end	8
2016-10-26 09:42:58.048913	Trial	start	9
2016-10-26 09:42:58.051005	Speaker	play	None
2016-10-26 09:43:04.057447	Speaker	stop	None
2016-10-26 09:43:04.058267	Trial	end	9
2016-10-26 09:43:17.081865	Trial	start	10
2016-10-26 09:43:17.084554	Speaker	play	None
